lat,lng,heading,pitch,streakLocationCode,token,round,image_path
53.209278,6.56976899999995,0,0,nl,iPAwbgtwTXj47ZvJ,3,v1_europe/iPAwbgtwTXj47ZvJ_3.jpeg
51.303032,7.21794299999999,0,0,de,iPAwbgtwTXj47ZvJ,4,v1_europe/iPAwbgtwTXj47ZvJ_4.jpeg
38.908239,1.41728499999999,0,0,es,XvjHFzICx3f1agGW,0,v1_europe/XvjHFzICx3f1agGW_0.jpeg
60.885158,26.724202,0,0,fi,XvjHFzICx3f1agGW,1,v1_europe/XvjHFzICx3f1agGW_1.jpeg
48.122044,-1.680882,50.011226654052734,10.723355293273926,fr,XvjHFzICx3f1agGW,2,v1_europe/XvjHFzICx3f1agGW_2.jpeg
45.682916,9.67433200000005,0,0,it,XvjHFzICx3f1agGW,3,v1_europe/XvjHFzICx3f1agGW_3.jpeg
41.091896,14.1175020000001,0,0,it,XvjHFzICx3f1agGW,4,v1_europe/XvjHFzICx3f1agGW_4.jpeg
43.429229,28.3670500000001,0,0,bg,zdj3LYkQRNpQorRL,0,v1_europe/zdj3LYkQRNpQorRL_0.jpeg
53.090762,8.79486799999995,0,0,de,zdj3LYkQRNpQorRL,1,v1_europe/zdj3LYkQRNpQorRL_1.jpeg
47.650691,18.316814,0,0,hu,zdj3LYkQRNpQorRL,2,v1_europe/zdj3LYkQRNpQorRL_2.jpeg
53.344013,-6.26231600000006,0,0,ie,zdj3LYkQRNpQorRL,3,v1_europe/zdj3LYkQRNpQorRL_3.jpeg
42.793133,10.342358,0,0,it,zdj3LYkQRNpQorRL,4,v1_europe/zdj3LYkQRNpQorRL_4.jpeg
49.106204,6.18532200000004,0,0,fr,atrAM7lbFqg2fj6m,0,v1_europe/atrAM7lbFqg2fj6m_0.jpeg
44.688364,7.85556299999996,0,0,it,atrAM7lbFqg2fj6m,1,v1_europe/atrAM7lbFqg2fj6m_1.jpeg
51.048323,3.71869500000003,0,0,be,atrAM7lbFqg2fj6m,2,v1_europe/atrAM7lbFqg2fj6m_2.jpeg
51.48822,7.22845499999994,0,0,de,atrAM7lbFqg2fj6m,3,v1_europe/atrAM7lbFqg2fj6m_3.jpeg
45.444683,12.321222,0,0,it,atrAM7lbFqg2fj6m,4,v1_europe/atrAM7lbFqg2fj6m_4.jpeg
37.666039,-1.71384399999999,0,0,es,y7fpdGWy0tBcI8gk,0,v1_europe/y7fpdGWy0tBcI8gk_0.jpeg
42.480264,9.195516,0,0,fr,y7fpdGWy0tBcI8gk,1,v1_europe/y7fpdGWy0tBcI8gk_1.jpeg
37.78802,-3.77927799999998,0,0,es,y7fpdGWy0tBcI8gk,2,v1_europe/y7fpdGWy0tBcI8gk_2.jpeg
45.453475,9.16795200000001,0,0,it,y7fpdGWy0tBcI8gk,3,v1_europe/y7fpdGWy0tBcI8gk_3.jpeg
52.375524,4.88356799999997,0,0,nl,y7fpdGWy0tBcI8gk,4,v1_europe/y7fpdGWy0tBcI8gk_4.jpeg
53.327618,6.92138999999997,0,0,nl,LvLhpicZWQ2GJAob,0,v1_europe/LvLhpicZWQ2GJAob_0.jpeg
43.772135,7.47503900000004,0,0,fr,LvLhpicZWQ2GJAob,1,v1_europe/LvLhpicZWQ2GJAob_1.jpeg
52.557327,13.345968,0,0,de,LvLhpicZWQ2GJAob,2,v1_europe/LvLhpicZWQ2GJAob_2.jpeg
50.941027,6.94894099999999,0,0,de,LvLhpicZWQ2GJAob,3,v1_europe/LvLhpicZWQ2GJAob_3.jpeg
50.628398,3.07075599999996,0,0,fr,LvLhpicZWQ2GJAob,4,v1_europe/LvLhpicZWQ2GJAob_4.jpeg
49.231939,4.04302099999995,0,0,fr,YvdKXWRpUnRerRv1,0,v1_europe/YvdKXWRpUnRerRv1_0.jpeg
51.923789,4.504234,0,0,nl,YvdKXWRpUnRerRv1,1,v1_europe/YvdKXWRpUnRerRv1_1.jpeg
48.719856,21.2558750000001,0,0,sk,YvdKXWRpUnRerRv1,2,v1_europe/YvdKXWRpUnRerRv1_2.jpeg
55.634138,12.084608,0,0,dk,YvdKXWRpUnRerRv1,3,v1_europe/YvdKXWRpUnRerRv1_3.jpeg
45.897796,3.12012900000002,0,0,fr,YvdKXWRpUnRerRv1,4,v1_europe/YvdKXWRpUnRerRv1_4.jpeg
51.048323,3.71869500000003,0,0,be,lWllTHXVcliRVNL9,0,v1_europe/lWllTHXVcliRVNL9_0.jpeg
44.186103,28.630346,0,0,ro,lWllTHXVcliRVNL9,1,v1_europe/lWllTHXVcliRVNL9_1.jpeg
57.574438,12.0736939999999,0,0,se,lWllTHXVcliRVNL9,2,v1_europe/lWllTHXVcliRVNL9_2.jpeg
38.030793,-4.05385799999999,0,0,es,lWllTHXVcliRVNL9,3,v1_europe/lWllTHXVcliRVNL9_3.jpeg
50.037328,19.967618,0,0,pl,lWllTHXVcliRVNL9,4,v1_europe/lWllTHXVcliRVNL9_4.jpeg
41.619508,0.615222000000017,0,0,es,kClalhIwuHRrdUmk,0,v1_europe/kClalhIwuHRrdUmk_0.jpeg
51.893424,4.509773,0,0,nl,kClalhIwuHRrdUmk,1,v1_europe/kClalhIwuHRrdUmk_1.jpeg
54.667318,25.312718,0,0,lt,kClalhIwuHRrdUmk,2,v1_europe/kClalhIwuHRrdUmk_2.jpeg
39.977176,-0.0549350000000004,0,0,es,kClalhIwuHRrdUmk,3,v1_europe/kClalhIwuHRrdUmk_3.jpeg
52.646353,19.07206,0,0,pl,kClalhIwuHRrdUmk,4,v1_europe/kClalhIwuHRrdUmk_4.jpeg
47.335165,17.4819649999999,0,0,hu,A0j74gldjXEhhFHe,0,v1_europe/A0j74gldjXEhhFHe_0.jpeg
59.397712,24.724229,0,0,ee,A0j74gldjXEhhFHe,1,v1_europe/A0j74gldjXEhhFHe_1.jpeg
41.882674,12.478101,0,0,it,A0j74gldjXEhhFHe,2,v1_europe/A0j74gldjXEhhFHe_2.jpeg
56.770862,9.44804299999998,0,0,dk,A0j74gldjXEhhFHe,3,v1_europe/A0j74gldjXEhhFHe_3.jpeg
53.094017,6.87189799999999,0,0,nl,A0j74gldjXEhhFHe,4,v1_europe/A0j74gldjXEhhFHe_4.jpeg
53.51424,10.003165,0,0,de,O2b9BHRRAsu8qb7D,0,v1_europe/O2b9BHRRAsu8qb7D_0.jpeg
53.768218,20.475702,0,0,pl,O2b9BHRRAsu8qb7D,1,v1_europe/O2b9BHRRAsu8qb7D_1.jpeg
55.144386,14.732495,0,0,dk,O2b9BHRRAsu8qb7D,2,v1_europe/O2b9BHRRAsu8qb7D_2.jpeg
53.603692,10.11848,-101.39950561523438,12.059886932373047,de,O2b9BHRRAsu8qb7D,3,v1_europe/O2b9BHRRAsu8qb7D_3.jpeg
47.2082,-1.56012199999998,0,0,fr,O2b9BHRRAsu8qb7D,4,v1_europe/O2b9BHRRAsu8qb7D_4.jpeg
38.719891,-9.15161000000001,0,0,pt,LpTaGoKk3tFPhwkA,0,v1_europe/LpTaGoKk3tFPhwkA_0.jpeg
46.157005,-1.14796000000001,0,0,fr,LpTaGoKk3tFPhwkA,1,v1_europe/LpTaGoKk3tFPhwkA_1.jpeg
52.520525,13.4059580000001,0,0,de,LpTaGoKk3tFPhwkA,2,v1_europe/LpTaGoKk3tFPhwkA_2.jpeg
52.100129,5.11417099999994,0,0,nl,LpTaGoKk3tFPhwkA,3,v1_europe/LpTaGoKk3tFPhwkA_3.jpeg
52.221052,21.000057,0,0,pl,LpTaGoKk3tFPhwkA,4,v1_europe/LpTaGoKk3tFPhwkA_4.jpeg
57.750902,16.643821,0,0,se,RjFTMJOOT4FTilbn,0,v1_europe/RjFTMJOOT4FTilbn_0.jpeg
45.483211,10.6088,0,0,it,RjFTMJOOT4FTilbn,1,v1_europe/RjFTMJOOT4FTilbn_1.jpeg
45.897796,3.12012900000002,0,0,fr,RjFTMJOOT4FTilbn,2,v1_europe/RjFTMJOOT4FTilbn_2.jpeg
50.628398,3.07075599999996,0,0,fr,RjFTMJOOT4FTilbn,3,v1_europe/RjFTMJOOT4FTilbn_3.jpeg
43.772135,7.47503900000004,0,0,fr,RjFTMJOOT4FTilbn,4,v1_europe/RjFTMJOOT4FTilbn_4.jpeg
37.291572,-5.921741,0,0,es,gG1gbxwnN32zq5lh,0,v1_europe/gG1gbxwnN32zq5lh_0.jpeg
39.360065,16.633185,0,0,it,gG1gbxwnN32zq5lh,1,v1_europe/gG1gbxwnN32zq5lh_1.jpeg
43.201185,27.910782,0,0,bg,gG1gbxwnN32zq5lh,2,v1_europe/gG1gbxwnN32zq5lh_2.jpeg
51.024141,13.744041,0,0,de,gG1gbxwnN32zq5lh,3,v1_europe/gG1gbxwnN32zq5lh_3.jpeg
44.067792,12.5684229999999,0,0,it,gG1gbxwnN32zq5lh,4,v1_europe/gG1gbxwnN32zq5lh_4.jpeg
52.100129,5.11417099999994,0,0,nl,C1sBbchtWzi2CtnA,0,v1_europe/C1sBbchtWzi2CtnA_0.jpeg
55.665585,9.60236199999997,0,0,dk,C1sBbchtWzi2CtnA,1,v1_europe/C1sBbchtWzi2CtnA_1.jpeg
41.648637,-0.912020999999982,0,0,es,C1sBbchtWzi2CtnA,2,v1_europe/C1sBbchtWzi2CtnA_2.jpeg
58.573958,16.193616,0,0,se,C1sBbchtWzi2CtnA,3,v1_europe/C1sBbchtWzi2CtnA_3.jpeg
41.895087,12.495616,0,0,it,C1sBbchtWzi2CtnA,4,v1_europe/C1sBbchtWzi2CtnA_4.jpeg
38.719891,-9.15161000000001,0,0,pt,4PlSaQex2HgOKQUz,0,v1_europe/4PlSaQex2HgOKQUz_0.jpeg
45.433192,12.315558,0,0,it,4PlSaQex2HgOKQUz,1,v1_europe/4PlSaQex2HgOKQUz_1.jpeg
49.226539,18.728867,0,0,sk,4PlSaQex2HgOKQUz,2,v1_europe/4PlSaQex2HgOKQUz_2.jpeg
42.706789,23.3348080000001,0,0,bg,4PlSaQex2HgOKQUz,3,v1_europe/4PlSaQex2HgOKQUz_3.jpeg
52.368721,9.75591099999997,0,0,de,4PlSaQex2HgOKQUz,4,v1_europe/4PlSaQex2HgOKQUz_4.jpeg
52.265174,6.16313600000001,0,0,nl,i6hz7Kx4xtFsB2q2,0,v1_europe/i6hz7Kx4xtFsB2q2_0.jpeg
51.048323,3.71869500000003,0,0,be,i6hz7Kx4xtFsB2q2,1,v1_europe/i6hz7Kx4xtFsB2q2_1.jpeg
49.500034,0.115434999999934,0,0,fr,i6hz7Kx4xtFsB2q2,2,v1_europe/i6hz7Kx4xtFsB2q2_2.jpeg
41.310807,16.284774,0,0,it,i6hz7Kx4xtFsB2q2,3,v1_europe/i6hz7Kx4xtFsB2q2_3.jpeg
56.936199,24.142578,0,0,lv,i6hz7Kx4xtFsB2q2,4,v1_europe/i6hz7Kx4xtFsB2q2_4.jpeg
38.676913,16.100334,0,0,it,0uc19ttblZHeRCjm,0,v1_europe/0uc19ttblZHeRCjm_0.jpeg
39.571821,2.65892299999996,0,0,es,0uc19ttblZHeRCjm,1,v1_europe/0uc19ttblZHeRCjm_1.jpeg
47.361297,0.691945000000032,0,0,fr,0uc19ttblZHeRCjm,2,v1_europe/0uc19ttblZHeRCjm_2.jpeg
36.721441,-4.38352800000007,0,0,es,0uc19ttblZHeRCjm,3,v1_europe/0uc19ttblZHeRCjm_3.jpeg
59.39502,13.5135310000001,0,0,se,0uc19ttblZHeRCjm,4,v1_europe/0uc19ttblZHeRCjm_4.jpeg
55.742877,24.334574,0,0,lt,SqgOsL5CnLrJC9yo,0,v1_europe/SqgOsL5CnLrJC9yo_0.jpeg
41.360225,2.12034300000005,0,0,es,SqgOsL5CnLrJC9yo,1,v1_europe/SqgOsL5CnLrJC9yo_1.jpeg
45.535989,10.2130999999999,0,0,it,SqgOsL5CnLrJC9yo,2,v1_europe/SqgOsL5CnLrJC9yo_2.jpeg
51.383701,21.184577,0,0,pl,SqgOsL5CnLrJC9yo,3,v1_europe/SqgOsL5CnLrJC9yo_3.jpeg
46.49823,11.365168,0,0,it,SqgOsL5CnLrJC9yo,4,v1_europe/SqgOsL5CnLrJC9yo_4.jpeg
57.780378,14.19424,0,0,se,4CJ3GcKLDHENaBBP,0,v1_europe/4CJ3GcKLDHENaBBP_0.jpeg
55.628021,12.6232239999999,0,0,dk,4CJ3GcKLDHENaBBP,1,v1_europe/4CJ3GcKLDHENaBBP_1.jpeg
44.410253,26.070554,0,0,ro,4CJ3GcKLDHENaBBP,2,v1_europe/4CJ3GcKLDHENaBBP_2.jpeg
44.288168,8.447451,0,0,it,4CJ3GcKLDHENaBBP,3,v1_europe/4CJ3GcKLDHENaBBP_3.jpeg
39.002155,-1.862166,0,0,es,4CJ3GcKLDHENaBBP,4,v1_europe/4CJ3GcKLDHENaBBP_4.jpeg
54.284336,-8.47036600000001,-83.94486236572266,0,ie,MUNx0M2Ae65vhupm,0,v1_europe/MUNx0M2Ae65vhupm_0.jpeg
51.107076,17.034271,0,0,pl,MUNx0M2Ae65vhupm,1,v1_europe/MUNx0M2Ae65vhupm_1.jpeg
56.163543,14.886488,0,0,se,MUNx0M2Ae65vhupm,2,v1_europe/MUNx0M2Ae65vhupm_2.jpeg
38.908239,1.41728499999999,0,0,es,MUNx0M2Ae65vhupm,3,v1_europe/MUNx0M2Ae65vhupm_3.jpeg
47.46334,19.0336540000001,0,0,hu,MUNx0M2Ae65vhupm,4,v1_europe/MUNx0M2Ae65vhupm_4.jpeg
43.389179,-8.08556399999998,0,0,es,kOl86UaKzXAI8OQZ,0,v1_europe/kOl86UaKzXAI8OQZ_0.jpeg
59.227201,17.9281570000001,0,0,se,kOl86UaKzXAI8OQZ,1,v1_europe/kOl86UaKzXAI8OQZ_1.jpeg
48.842779,2.36219099999994,0,0,fr,kOl86UaKzXAI8OQZ,2,v1_europe/kOl86UaKzXAI8OQZ_2.jpeg
41.898472,12.443203,0,0,it,kOl86UaKzXAI8OQZ,3,v1_europe/kOl86UaKzXAI8OQZ_3.jpeg
49.231939,4.04302099999995,0,0,fr,kOl86UaKzXAI8OQZ,4,v1_europe/kOl86UaKzXAI8OQZ_4.jpeg
56.450394,10.041925,0,0,dk,I0TwBCZ9HhUceboL,0,v1_europe/I0TwBCZ9HhUceboL_0.jpeg
42.747053,13.010619,0,0,it,I0TwBCZ9HhUceboL,1,v1_europe/I0TwBCZ9HhUceboL_1.jpeg
37.155613,-3.58688200000006,0,0,es,I0TwBCZ9HhUceboL,2,v1_europe/I0TwBCZ9HhUceboL_2.jpeg
50.816439,3.24080000000004,86.13468933105469,8.788053512573242,be,I0TwBCZ9HhUceboL,3,v1_europe/I0TwBCZ9HhUceboL_3.jpeg
41.882674,12.478101,0,0,it,I0TwBCZ9HhUceboL,4,v1_europe/I0TwBCZ9HhUceboL_4.jpeg
36.500668,-6.26235599999995,0,0,es,JgkWOZftqR6LAgsp,0,v1_europe/JgkWOZftqR6LAgsp_0.jpeg
49.382118,16.633482,0,0,cz,JgkWOZftqR6LAgsp,1,v1_europe/JgkWOZftqR6LAgsp_1.jpeg
56.932752,24.038483,0,0,lv,JgkWOZftqR6LAgsp,2,v1_europe/JgkWOZftqR6LAgsp_2.jpeg
43.596598,1.46138700000006,0,0,fr,JgkWOZftqR6LAgsp,3,v1_europe/JgkWOZftqR6LAgsp_3.jpeg
45.437009,10.9919,0,0,it,JgkWOZftqR6LAgsp,4,v1_europe/JgkWOZftqR6LAgsp_4.jpeg
47.069766,2.38386100000002,0,0,fr,6PDmfCHOp7oa2p6C,0,v1_europe/6PDmfCHOp7oa2p6C_0.jpeg
43.596081,3.87802499999998,0,0,fr,6PDmfCHOp7oa2p6C,1,v1_europe/6PDmfCHOp7oa2p6C_1.jpeg
41.153758,1.06540500000006,0,0,es,6PDmfCHOp7oa2p6C,2,v1_europe/6PDmfCHOp7oa2p6C_2.jpeg
47.46334,19.0336540000001,0,0,hu,6PDmfCHOp7oa2p6C,3,v1_europe/6PDmfCHOp7oa2p6C_3.jpeg
53.2687,5.75670700000001,0,0,nl,6PDmfCHOp7oa2p6C,4,v1_europe/6PDmfCHOp7oa2p6C_4.jpeg
50.055498,19.94296,0,0,pl,yAZie29diIUjbLqi,0,v1_europe/yAZie29diIUjbLqi_0.jpeg
50.923858,5.33939199999998,0,0,be,yAZie29diIUjbLqi,1,v1_europe/yAZie29diIUjbLqi_1.jpeg
46.925826,17.836537,0,0,hu,yAZie29diIUjbLqi,2,v1_europe/yAZie29diIUjbLqi_2.jpeg
45.575746,15.188525,0,0,si,yAZie29diIUjbLqi,3,v1_europe/yAZie29diIUjbLqi_3.jpeg
44.433425,26.153053,0,0,ro,yAZie29diIUjbLqi,4,v1_europe/yAZie29diIUjbLqi_4.jpeg
42.423419,25.631034,0,0,bg,D5AfIsSE7wEnRgT7,0,v1_europe/D5AfIsSE7wEnRgT7_0.jpeg
43.7065,7.16256699999997,0,0,fr,D5AfIsSE7wEnRgT7,1,v1_europe/D5AfIsSE7wEnRgT7_1.jpeg
44.390582,7.55859299999997,153.28477478027344,1.6803321838378906,it,D5AfIsSE7wEnRgT7,2,v1_europe/D5AfIsSE7wEnRgT7_2.jpeg
43.540227,-5.679981,0,0,es,D5AfIsSE7wEnRgT7,3,v1_europe/D5AfIsSE7wEnRgT7_3.jpeg
35.257809,25.614412,0,0,gr,D5AfIsSE7wEnRgT7,4,v1_europe/D5AfIsSE7wEnRgT7_4.jpeg
59.323169,18.103057,0,0,se,jrfiIag7fbE0RUdL,0,v1_europe/jrfiIag7fbE0RUdL_0.jpeg
37.948594,23.746903,0,0,gr,jrfiIag7fbE0RUdL,1,v1_europe/jrfiIag7fbE0RUdL_1.jpeg
50.072033,14.41074,0,0,cz,jrfiIag7fbE0RUdL,2,v1_europe/jrfiIag7fbE0RUdL_2.jpeg
51.303032,7.21794299999999,0,0,de,jrfiIag7fbE0RUdL,3,v1_europe/jrfiIag7fbE0RUdL_3.jpeg
50.055498,19.94296,0,0,pl,jrfiIag7fbE0RUdL,4,v1_europe/jrfiIag7fbE0RUdL_4.jpeg
56.948089,24.0931459999999,0,0,lv,5PcbrLiSSKGJgbL6,0,v1_europe/5PcbrLiSSKGJgbL6_0.jpeg
47.993596,-4.09230100000002,-153.1295928955078,-8.034795761108398,fr,5PcbrLiSSKGJgbL6,1,v1_europe/5PcbrLiSSKGJgbL6_1.jpeg
53.2687,5.75670700000001,0,0,nl,5PcbrLiSSKGJgbL6,2,v1_europe/5PcbrLiSSKGJgbL6_2.jpeg
38.373706,21.437045,0,0,gr,5PcbrLiSSKGJgbL6,3,v1_europe/5PcbrLiSSKGJgbL6_3.jpeg
48.144337,11.541253,0,0,de,5PcbrLiSSKGJgbL6,4,v1_europe/5PcbrLiSSKGJgbL6_4.jpeg
53.52039,-8.832761,0,0,ie,fFyLI9xcwQERolwD,0,v1_europe/fFyLI9xcwQERolwD_0.jpeg
41.578387,12.7937010000001,0,0,it,fFyLI9xcwQERolwD,1,v1_europe/fFyLI9xcwQERolwD_1.jpeg
40.379951,-3.746216,0,0,es,fFyLI9xcwQERolwD,2,v1_europe/fFyLI9xcwQERolwD_2.jpeg
42.098148,14.699704,-73.66060638427734,1.4759290218353271,it,fFyLI9xcwQERolwD,3,v1_europe/fFyLI9xcwQERolwD_3.jpeg
44.727367,4.59200999999996,0,0,fr,fFyLI9xcwQERolwD,4,v1_europe/fFyLI9xcwQERolwD_4.jpeg
48.092903,20.7642920000001,0,0,hu,sTpPxDqqgChQtnlS,0,v1_europe/sTpPxDqqgChQtnlS_0.jpeg
49.428808,2.08210699999995,0,0,fr,sTpPxDqqgChQtnlS,1,v1_europe/sTpPxDqqgChQtnlS_1.jpeg
43.297397,13.7272399999999,0,0,it,sTpPxDqqgChQtnlS,2,v1_europe/sTpPxDqqgChQtnlS_2.jpeg
50.187593,15.0402320000001,0,0,cz,sTpPxDqqgChQtnlS,3,v1_europe/sTpPxDqqgChQtnlS_3.jpeg
41.898472,12.443203,0,0,it,sTpPxDqqgChQtnlS,4,v1_europe/sTpPxDqqgChQtnlS_4.jpeg
45.663974,25.631171,0,0,ro,JXXDbwIcl7LrD8lu,0,v1_europe/JXXDbwIcl7LrD8lu_0.jpeg
51.024141,13.744041,0,0,de,JXXDbwIcl7LrD8lu,1,v1_europe/JXXDbwIcl7LrD8lu_1.jpeg
54.864154,23.9507160000001,0,0,lt,JXXDbwIcl7LrD8lu,2,v1_europe/JXXDbwIcl7LrD8lu_2.jpeg
54.864191,24.059623,0,0,lt,JXXDbwIcl7LrD8lu,3,v1_europe/JXXDbwIcl7LrD8lu_3.jpeg
51.107076,17.034271,0,0,pl,JXXDbwIcl7LrD8lu,4,v1_europe/JXXDbwIcl7LrD8lu_4.jpeg
51.35145,12.392746,0,0,de,iflpQtazF5dYOPxh,0,v1_europe/iflpQtazF5dYOPxh_0.jpeg
50.408435,4.443894,0,0,be,iflpQtazF5dYOPxh,1,v1_europe/iflpQtazF5dYOPxh_1.jpeg
60.4383,22.2969880000001,0,0,fi,iflpQtazF5dYOPxh,2,v1_europe/iflpQtazF5dYOPxh_2.jpeg
55.485103,8.47071099999994,0,0,dk,iflpQtazF5dYOPxh,3,v1_europe/iflpQtazF5dYOPxh_3.jpeg
38.118531,20.639258,0,0,gr,iflpQtazF5dYOPxh,4,v1_europe/iflpQtazF5dYOPxh_4.jpeg
42.614105,23.027164,0,0,bg,uWpoeWtuYgAE1mx3,0,v1_europe/uWpoeWtuYgAE1mx3_0.jpeg
48.12941,11.6125529999999,0,0,de,uWpoeWtuYgAE1mx3,1,v1_europe/uWpoeWtuYgAE1mx3_1.jpeg
46.069427,11.129141,0,0,it,uWpoeWtuYgAE1mx3,2,v1_europe/uWpoeWtuYgAE1mx3_2.jpeg
50.941027,6.94894099999999,0,0,de,uWpoeWtuYgAE1mx3,3,v1_europe/uWpoeWtuYgAE1mx3_3.jpeg
44.410226,8.94838500000003,0,0,it,uWpoeWtuYgAE1mx3,4,v1_europe/uWpoeWtuYgAE1mx3_4.jpeg
51.570168,5.09762000000001,0,0,nl,LE0S5ihDLDozmSaH,0,v1_europe/LE0S5ihDLDozmSaH_0.jpeg
60.171605,24.954887,0,0,fi,LE0S5ihDLDozmSaH,1,v1_europe/LE0S5ihDLDozmSaH_1.jpeg
63.263038,18.7207060000001,0,0,se,LE0S5ihDLDozmSaH,2,v1_europe/LE0S5ihDLDozmSaH_2.jpeg
56.167068,10.183621,0,0,dk,LE0S5ihDLDozmSaH,3,v1_europe/LE0S5ihDLDozmSaH_3.jpeg
47.069766,2.38386100000002,0,0,fr,LE0S5ihDLDozmSaH,4,v1_europe/LE0S5ihDLDozmSaH_4.jpeg
